,name,platform,summary,user_review
10726,True Swing Golf,DS,"(Also know as ""Touch Golf"") Experience the feel and finesse of real golf on beautiful 3D courses with True Swing Golf. In this dual-screened Nintendo DS golf game, using the touch screen and the stylus is almost like swinging a golf club in real life. The longer players slide a stylus across the touch screen, the harder they smack the ball. Players also can curve their swings to slice or fade shots and alter the angle of the club head for sharpshooter-like accuracy. True Swing Golf features multiple game modes, character customization and wireless multiplayer support for up to four players with just one game card. [Nintendo]",7.7
10546,"Warhammer 40,000: Kill Team",Xbox 360,"In this third person arcade style shooter, players take on the role of an elite Space Marine team sent to assault a giant Ork Kroozer en-route to an Imperial Forge World. Do you have what it takes to take out the Warboss and prevent the Waaaagh?",7.0
9244,Alice: Madness Returns,Xbox 360,"American McGee's Alice returns, with his own brand of creepy supernatural Victoriana.",8.2
8118,Syberia,Xbox,"For the young Kate Walker, an ambitious lawyer, the Voralberg toy company acquisition seemed like a textbook case--a quick stopover to a small alpine village in France to buy-out an old automaton factory, then straight back home to New York. But her journey across land and time throws all she values into question, and the deal she set out to sign turns into a pact with destiny. Follow Kate through a magical world of automatons, amazing characters, and mysterious environments. This puzzle-driven adventure blends logical problem-solving with a complex and involving storyline.",7.0
12609,Batman: Arkham Origins Blackgate - Deluxe Edition,PC,"Blackgate Prison Is Under New Management Batman: Arkham Origins Blackgate - Deluxe Edition amplifies the 2.5-D game with new maps, enemy encounters, difficulty levels, batsuits, and enhanced visuals. A companion game to Batman: Arkham Origins, players can continue the storyline of the console version and discover more details of the Dark Knights past. Featuring stealth gameplay, free-flow combat, and Batmans famed arsenal of gadgets, the genuine Arkham experience is reproduced in a deep, action packed side-scrolling adventure.",5.9
15220,Game Party,Wii,"Game Party for the Wii is a collection of classic skill games from around the world, from American sports venues to European gathering spots. Using the Wii’s unique control interface, you can play classics such as darts; modern favorites such as table hockey and hoop shoot, or participate in multiplayer trivia contests. More than a half dozen games are available. [Midway]",3.9
6291,Ea Sports Ufc 3,PlayStation 4,"Real Player Motion - New cutting-edge animation technology makes every move, strike, and combination more realistic, responsive, and rewarding. G.O.A.T. Career Mode - Build hype to gain fans and create rivalries that capture the world’s attention. Then fight to dominate the Octagon. Multiplayer Mode - New customizable multiplayer modes let you and your friends face off with highlight-reel knockouts.",4.1
12055,Star Trek: Voyager Elite Force Expansion Pack,PC,"Activision's simple and straightforward add-on pack for 2000's wildly popular Trek shooter may be a little lean on the single-player experience, though 5 new multi-player modes and the ability to explore all 10 levels of the U.S.S. Voyager could make a Trekkie's day.",7.5
6161,Resident Evil Archives: Resident Evil,Wii,"You take control of S.T.A.R.S. Alpha team members Chris Redfield and Jill Valentine (both recently seen in the smash hit, Resident Evil 5). Your mission is to investigate the ominous mansion at the core of the horrific disaster and uncover the secrets behind a radical, genetic research facility. With unspeakable horrors lurking around every corner, the ultimate test will be to make it out alive! Relive the thrills and terror that defined the genre of Survival Horror and launched a franchise that has sold over 40 million games worldwide. [Capcom]",8.7
4202,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha Vs. King Abaddon,PlayStation 2,"A new threat to Japan's Capital calls for the return of its case-solving, tube-slinging Devil Summoner: Raidou Kuzunoha the 14th. When a woman walks into the Narumi Detective Agency and asks to find a man, Raidou's boss is reluctant to accept, but soon it's clear there's more to the case than it seems on the surface. It isn't long before Raidou is on the trail of crooked gamblers, masked ninja, and strange insects... a trail leading him inexorably to the mysterious King Abaddon. Massively upgraded battle system - Advancements to the battle mechanics include a MAG balancing system, dodge and hide abilities, and the ability to command two demons in combat. Use the retooled Weapon Alchemy system to create new swords with unique special attacks. Deeper demon integration - Demon negotiation returns with more than twice the number of demons to attempt to recruit to your side. Create more powerful demons through fusion and skill transfer. Control two demons in battle and choose from more tactical options. [Atlus USA]",3.3
4768,Shin Megami Tensei: Digital Devil Saga,PlayStation 2,"(Known in Japan as ""Digital Devil Saga: Avatar Tuner"") Junkyard, a town of endless rain. With his four companions, Serf, the main character and a member of a tribe called Embryon, sets out for Nirvana, a land that can only be reached by the champions of Junkyard. They devote themselves to fighting against the never-ending resistance mustered by other tribes. In the midst of chaos, a mysterious object, the Pod, suddenly appears. Countless spheres of light are emitted by the Pod and infect Serf and his comrades, awakening their demonic powers. An unimaginable battle unfolds within their faint conscience. They develop a desire to tear the flesh and shatter the bones of their enemies, who have also been transformed. Their instincts tell them to devour every being in their path. Until then, Serf and his comrades only knew of battle, but for the first time, they experience new emotions. At that time, a dark-haired girl, Sera, comes to their rescue. Although she does not know where she came from, she holds a strange power - the power to control the party's demonic transformation. They receive orders from the Church of Karma to head for Nirvana, and they are accompanied by the dark-haired girl. ""They who reach Nirvana first shall be recognized as the champions of Junkyard."" The struggle intensifies, and they discover that the girl holds a key to the mystery. But, true fear still awaits Serf's party. Including Embryon, the tribe that the main character leads, several groups are at war with each other in order to survive. ""Devour"" your enemies and absorb their devastating powers and special abilities! [Atlus]",4.3
